Path;SteerAngle;Throttle;Brake;Speed;X_Position;Y_Position;Pitch;Yaw;Roll
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_018.jpg;11.00614;0;0;-0.02661144;103.8047;96.5027;0.1373897;146.0339;359.825
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_084.jpg;7.021576;0;0;-0.02257746;103.8047;96.50267;0.2003607;147.5361;359.787
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_151.jpg;3.022864;0;0;-0.01931009;103.8047;96.50266;0.2713124;148.4991;359.7501
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_217.jpg;0;0;0;-0.01342887;103.8047;96.50265;0.3098872;148.5596;359.7404
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_284.jpg;0;0;0;0;103.8048;96.50264;0.3377106;148.5595;359.7397
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_350.jpg;0;0;0;0;103.8048;96.50264;0.3586976;148.5595;359.7504
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_417.jpg;2.008342;0;0;0;103.8048;96.50266;0.3631642;148.8005;359.7633
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_484.jpg;6.001923;0;0;0;103.8048;96.50266;0.3582695;149.642;359.7764
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_551.jpg;9.990682;0;0;0;103.8048;96.50267;0.3391036;151.8031;359.7936
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_617.jpg;14.00257;0;0;0;103.8048;96.50268;0.3171081;154.2047;359.8069
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_684.jpg;15;0;0;0.01036272;103.8048;96.50269;0.2915121;156.9046;359.8231
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_750.jpg;15;0;0;0.01146546;103.8048;96.50271;0.255242;160.5045;359.8511
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_817.jpg;15;0;0;0.0122809;103.8048;96.50272;0.2276082;163.2043;359.8761
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_884.jpg;15;0;0;0.01292079;103.8048;96.50275;0.2004648;165.9042;359.9036
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_41_951.jpg;15;0;0;0.01307968;103.8047;96.50277;0.1661025;169.5041;359.9428
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_017.jpg;15;0;0;0.01298219;103.8048;96.50277;0.14169;172.2017;359.9747
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_084.jpg;15;0;0;0.01703227;103.805;96.50247;0.08567437;174.8737;0.049631
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_151.jpg;15;0;0;0.02860895;103.8055;96.50201;359.9758;178.4334;0.2099542
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_217.jpg;15;0;0;0.03937349;103.8058;96.5017;359.8792;181.1065;0.365251
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_284.jpg;15;0;0;0.04947606;103.8061;96.50145;359.7845;183.7899;0.5355389
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_350.jpg;15;0;0;0.04456948;103.806;96.50151;359.7175;187.3906;0.7118222
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_418.jpg;15;0;0;0.03559926;103.806;96.50154;359.6917;190.0912;0.816339
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_484.jpg;15;0;0;0.02387138;103.8059;96.50158;359.6841;192.7918;0.8936062
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_551.jpg;15;0;0;0.01578595;103.8059;96.50158;359.7056;196.3927;0.9411351
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_617.jpg;15;0;0;0;103.8059;96.5016;359.7472;199.0925;0.9258246
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_684.jpg;15;0;0;0.01409418;103.8057;96.50166;359.7931;201.7913;0.8821427
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_751.jpg;15;0;0;0.01987747;103.8054;96.50175;359.8513;205.3886;0.7884043
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_818.jpg;15;0;0;0.02509873;103.8052;96.50179;359.8902;208.0857;0.6947702
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_884.jpg;15;0;0;0.03247081;103.8051;96.50179;359.9211;210.7845;0.5885274
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_42_951.jpg;15;0;0;0.03354955;103.8052;96.50174;359.9449;214.3845;0.4423294
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_017.jpg;15;0;0;0.03362529;103.8052;96.50171;359.9507;217.0845;0.3328143
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_084.jpg;15;0;0;0.03265646;103.8052;96.50168;359.9472;219.7846;0.226641
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_150.jpg;15;0;0;0.03123233;103.8052;96.50163;359.93;223.3847;0.09447917
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_217.jpg;15;0;0;0.02930543;103.8053;96.5016;359.9095;226.0847;0.004937976
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_284.jpg;15;0;0;0.02610425;103.8053;96.50158;359.8844;228.7845;359.9252
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_350.jpg;15;0;0;0.02334282;103.8053;96.50154;359.8465;232.3843;359.8358
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_418.jpg;15;0;0;0.02036976;103.8053;96.50153;359.8171;235.0842;359.782
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_483.jpg;15;0;0;0.01622584;103.8053;96.5015;359.7885;237.784;359.7397
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_551.jpg;15;0;0;0.01309665;103.8053;96.50149;359.7567;241.3839;359.7031
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_617.jpg;15;0;0;0;103.8053;96.50148;359.7424;244.084;359.6925
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_684.jpg;15;0;0;0;103.8053;96.50149;359.7348;246.7841;359.6916
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_751.jpg;15;0;0;0;103.8053;96.50149;359.7341;250.3842;359.701
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_818.jpg;15;0;0;0;103.8053;96.5015;359.74;253.0844;359.7138
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_884.jpg;15;0;0;0;103.8053;96.5015;359.7511;255.7845;359.7299
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_43_950.jpg;15;0;0;0;103.8053;96.50152;359.7737;259.3847;359.755
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_017.jpg;15;0;0;0;103.8054;96.50145;359.8232;262.0731;359.8113
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_084.jpg;15;0;0;-0.0237222;103.8055;96.50137;359.9035;264.766;359.8971
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_150.jpg;15;0;0;-0.02974239;103.8055;96.5014;0.00664124;268.3674;359.984
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_218.jpg;15;0;0;-0.02702906;103.8055;96.50142;0.07929341;271.0683;0.03022137
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_284.jpg;15;0;0;-0.02157125;103.8055;96.50143;0.1449705;273.7694;0.06043264
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_351.jpg;15;0;0;-0.01726612;103.8054;96.50147;0.2176888;277.371;0.07689109
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_417.jpg;15;0;0;-0.01297505;103.8054;96.50149;0.2587373;280.0723;0.0728771
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_484.jpg;15;0;0;0;103.8054;96.50151;0.2867181;282.7736;0.05648914
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_551.jpg;15;0;0;0;103.8054;96.50153;0.3038273;286.3745;0.02128185
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_617.jpg;15;0;0;0;103.8054;96.50153;0.3060203;289.0745;-0.004753025
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_683.jpg;15;0;0;0;103.8054;96.50153;0.300483;291.7745;359.9717
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_751.jpg;13.00348;0;0;0;103.8054;96.50153;0.2829877;295.135;359.9468
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_817.jpg;9.016539;0;0;0;103.8054;96.50152;0.2644273;296.877;359.936
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_883.jpg;5.003973;0;0;0;103.8054;96.50152;0.2425311;298.0177;359.931
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_44_950.jpg;1.012864;0;0;0;103.8054;96.50151;0.209825;298.4996;359.9321
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_017.jpg;0;0;0;0;103.8054;96.5015;0.1830447;298.4996;359.9359
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_084.jpg;0;0;0;0;103.8054;96.50149;0.1547003;298.4996;359.9406
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_150.jpg;0;0;0;0;103.8054;96.50148;0.1156064;298.4996;359.9482
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_218.jpg;0;0;0;0;103.8054;96.50146;0.08611531;298.4995;359.9545
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_284.jpg;4.003259;0;0;0;103.8054;96.50146;0.05680533;298.9834;359.9608
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_351.jpg;7.99942;0;0;0;103.8054;96.50144;0.01910461;300.6638;359.9699
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_417.jpg;11.99758;0;0;0;103.8054;96.50143;359.9928;302.7045;359.9783
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_484.jpg;15;0;0;0;103.8054;96.50143;359.9691;305.2858;359.9883
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_550.jpg;15;0;0;0;103.8054;96.50142;359.9425;308.8859;0.003578472
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_617.jpg;15;0;0;0;103.8054;96.50141;359.9266;311.5859;0.0157402
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_684.jpg;15;0.200265;0;0;103.8053;96.5015;359.9093;311.5949;0.02355717
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_750.jpg;15;0.4003274;0;0.01768537;103.8071;96.5001;359.9432;311.7802;0.04136408
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_817.jpg;15;0.6004957;0;0.04109495;103.8108;96.497;0.03550929;311.9359;0.0610725
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_884.jpg;15;0.800194;0;0.08048322;103.8165;96.49193;0.1810812;312.1739;0.08013615
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_45_951.jpg;15;0.9993493;0;0.1269066;103.8285;96.48155;0.4600565;312.622;0.1003429
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_017.jpg;10.98596;1;0;0.1706111;103.8395;96.47139;0.6867245;312.8042;0.08441412
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_084.jpg;6.995142;1;0;0.2408835;103.8532;96.45808;0.9536115;312.8972;0.04307474
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_150.jpg;2.996338;1;0;0.2830304;103.8739;96.43781;1.28122;313.0909;359.9911
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_217.jpg;0;1;0;0.3393643;103.8886;96.42305;1.282081;313.0541;-0.002932059
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_284.jpg;0;1;0;0.4160564;103.9041;96.40639;1.16048;313.1302;-0.0002445496
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_350.jpg;0;1;0;0.468223;103.9295;96.37907;1.106326;313.1421;-0.001050284
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_417.jpg;0;1;0;0.5317519;103.9518;96.3551;1.138184;313.1613;0.0003040301
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_484.jpg;0;1;0;0.5754785;103.9767;96.32833;1.212855;313.1171;-0.001090487
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_550.jpg;0;1;0;0.6288624;104.0112;96.29118;1.224051;313.2392;-0.0003185036
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_617.jpg;0;1;0;0.6690599;104.039;96.26128;1.194906;313.2258;-0.001302315
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_684.jpg;0;1;0;0.7307689;104.0692;96.22897;1.185002;313.2783;-0.0005512821
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_750.jpg;0;1;0;0.7925761;104.1135;96.18151;1.227226;313.2425;-0.0006744224
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_817.jpg;0;1;0;0.8490561;104.1493;96.14315;1.25193;313.2227;-0.001001903
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_884.jpg;0;1;0;0.9142789;104.187;96.10281;1.252386;313.2195;-0.001034594
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_46_950.jpg;0;1;0;0.9701094;104.2398;96.04621;1.215874;313.212;-0.0008661082
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_017.jpg;0;1;0;1.000262;104.2815;96.00145;1.203341;313.2066;-0.0004475561
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_084.jpg;-1.998188;1;0;1.074572;104.3256;95.9539;1.230058;313.1362;-0.0006523534
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_150.jpg;0;1;0;1.120205;104.3871;95.8875;1.24379;313.0676;-0.0007716196
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_217.jpg;0;1;0;1.164435;104.4351;95.83578;1.225639;313.0588;-0.0009108113
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_284.jpg;0;1;0;1.233662;104.4856;95.78141;1.22972;313.0508;-0.0008889564
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_350.jpg;0;1;0;1.278367;104.5556;95.70583;1.233044;313.008;-0.0008127938
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_417.jpg;0;1;0;1.326823;104.6104;95.64668;1.237654;312.9877;-0.0008880249
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_483.jpg;0;1;0;1.388599;104.667;95.58543;1.241674;312.9676;-0.0009534355
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_551.jpg;0;1;0;1.435825;104.7455;95.50048;1.246692;312.9438;-0.0008927783
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_617.jpg;0;1;0;1.482911;104.8066;95.43433;1.250662;312.9316;-0.0009452725
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_684.jpg;0;1;0;1.545174;104.8696;95.36611;1.25458;312.9211;-0.0009745227
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_750.jpg;0;1;0;1.591748;104.9565;95.27193;1.258869;312.9053;-0.000991257
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_817.jpg;0;1;0;1.638812;105.0238;95.19888;1.263906;312.8929;-0.0009861082
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_884.jpg;0;1;0;1.69941;105.093;95.1238;1.268786;312.8838;-0.001007193
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_47_951.jpg;0;1;0;1.746096;105.1882;95.02048;1.276483;312.8676;-0.001046239
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_017.jpg;0;1;0;1.791194;105.2617;94.94068;1.277266;312.8579;-0.001056834
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_084.jpg;0;1;0;1.852595;105.3371;94.85876;1.284471;312.845;-0.0010776
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_151.jpg;0;0.9008517;0;1.897934;105.4403;94.74658;1.286016;312.8315;-0.001069247
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_218.jpg;1.987698;0.7009951;0;1.937284;105.5197;94.66095;1.280233;312.9172;-0.00129435
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_284.jpg;5.993046;0.5007278;0;1.973397;105.6016;94.576;1.255111;313.3334;0.0134785
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_351.jpg;9.995966;0.3005818;0;1.987659;105.7148;94.46679;1.1486;314.5735;0.101545
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_417.jpg;14.0078;0.09999029;0;1.992403;105.8024;94.38966;0.9902899;315.9899;0.2332256
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_484.jpg;15;0;0;1.981999;105.8917;94.31706;0.7645311;317.652;0.4195174
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_551.jpg;15;0;0;1.97339;106.0125;94.22583;0.4041695;319.8946;0.7287878
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_617.jpg;15;0;0;1.964429;106.1042;94.16126;0.09856977;321.561;0.9853789
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_684.jpg;15;0;0;1.952127;106.1973;94.09847;359.8401;323.1758;1.206591
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_750.jpg;15;0;0;1.943074;106.3251;94.01328;359.7887;325.1787;1.191016
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_817.jpg;15;0;0;1.931651;106.4253;93.95204;359.9353;326.6818;1.054627
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_884.jpg;15;0;0;1.912138;106.5274;93.89742;0.03000179;328.3799;1.025147
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_48_951.jpg;15;0;0;1.905021;106.6637;93.83089;0.03429084;330.6797;1.032867
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_017.jpg;15;0;0;1.897914;106.7664;93.78506;359.9881;332.3782;1.067553
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_084.jpg;15;0;0;1.887579;106.8701;93.74191;359.9641;334.0469;1.107815
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_150.jpg;15;0;0;1.879045;107.01;93.6885;359.9825;336.2533;1.127433
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_217.jpg;15;0;0;1.869734;107.1159;93.65203;0.01260458;337.9084;1.121413
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_284.jpg;15;0;0;1.859755;107.2215;93.61906;359.9899;339.5543;1.107701
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_350.jpg;15;0;0;1.850811;107.3636;93.5806;359.9931;341.756;1.098335
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_417.jpg;15;0;0;1.842478;107.4708;93.55549;0.00606158;343.406;1.104111
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_484.jpg;15;0;0;1.832301;107.5776;93.53347;359.9879;345.0484;1.105973
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_551.jpg;15;0;0;1.82389;107.7207;93.50923;359.9918;347.2311;1.1075
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_617.jpg;15;0;0;1.815635;107.8282;93.49467;0.007177622;348.8642;1.114969
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_684.jpg;13.00673;0;0;1.805726;107.935;93.48268;359.9866;350.4474;1.09484
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_751.jpg;9.022362;0;0;1.800818;108.0777;93.46847;359.9875;352.0414;1.022325
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_817.jpg;5.021531;0;0;1.796147;108.1844;93.45786;359.9784;352.7981;0.9412997
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_884.jpg;1.033786;0;0;1.789155;108.2905;93.4465;359.9535;353.1776;0.8308529
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_49_950.jpg;0;0;0;1.782983;108.4312;93.42993;359.9025;353.2509;0.6396924
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_017.jpg;2.016805;0;0;1.777038;108.5362;93.41828;359.858;353.3537;0.5110014
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_084.jpg;6.010033;0;0;1.768767;108.641;93.409;359.8098;353.7685;0.4351668
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_151.jpg;10.00251;0;0;1.760898;108.7803;93.40182;359.7458;354.9393;0.4374366
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_217.jpg;14.00142;0;0;1.751343;108.8844;93.401;359.713;356.2576;0.5107052
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_284.jpg;15;0;0;1.736584;108.988;93.40402;359.6913;357.8141;0.6363361
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_350.jpg;15;0;0;1.727561;109.1257;93.41231;359.6975;359.9308;0.8255631
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_417.jpg;15;0;0;1.719281;109.2293;93.42096;359.768;1.472725;0.9303442
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_484.jpg;15;0;0;1.706523;109.3327;93.43262;359.8875;3.022575;1.019618
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_551.jpg;15;0;0;1.697452;109.4688;93.45264;0.0277239;5.135162;1.114206
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_617.jpg;15;0;0;1.691029;109.5676;93.4698;-0.002118799;6.690132;1.108971
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_684.jpg;15;0;0;1.682179;109.6655;93.48999;359.9695;8.217728;1.07687
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_751.jpg;15;0;0;1.674304;109.7946;93.52155;359.9581;10.26228;1.054428
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_817.jpg;15;0;0;1.666928;109.8904;93.54839;359.9634;11.799;1.060961
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_884.jpg;15;0;0;1.657088;109.9854;93.57758;359.9893;13.33388;1.064072
C:\Users\RIGGS\Projects\RoboND-Rover-Project\IMG\robocam_2018_01_21_16_25_50_951.jpg;15;0;0;1.649645;110.1098;93.62009;0.001575586;15.38261;1.074672
